,Date,Close,Asset
0,2024-02-28 00:00:00-05:00,74.76850891113281,MMM
1,2024-02-29 00:00:00-05:00,75.30805969238281,MMM
2,2024-03-01 00:00:00-05:00,75.09550476074219,MMM
3,2024-03-04 00:00:00-05:00,74.75215148925781,MMM
4,2024-03-05 00:00:00-05:00,75.7740249633789,MMM
5,2024-03-06 00:00:00-05:00,75.63504791259766,MMM
6,2024-03-07 00:00:00-05:00,75.71681213378906,MMM
7,2024-03-08 00:00:00-05:00,76.76319885253906,MMM
8,2024-03-11 00:00:00-04:00,76.88582611083984,MMM
9,2024-03-12 00:00:00-04:00,80.70355987548828,MMM
10,2024-03-13 00:00:00-04:00,85.07717895507812,MMM
11,2024-03-14 00:00:00-04:00,84.30054473876953,MMM
12,2024-03-15 00:00:00-04:00,85.83744049072266,MMM
13,2024-03-18 00:00:00-04:00,85.67394256591797,MMM
14,2024-03-19 00:00:00-04:00,86.09904479980469,MMM
15,2024-03-20 00:00:00-04:00,88.37986755371094,MMM
16,2024-03-21 00:00:00-04:00,88.18367004394531,MMM
17,2024-03-22 00:00:00-04:00,87.2926025390625,MMM
18,2024-03-25 00:00:00-04:00,85.70663452148438,MMM
19,2024-03-26 00:00:00-04:00,83.89996337890625,MMM
20,2024-03-27 00:00:00-04:00,85.50227355957031,MMM
21,2024-03-28 00:00:00-04:00,86.71217346191406,MMM
22,2024-04-01 00:00:00-04:00,91.92611694335938,MMM
23,2024-04-02 00:00:00-04:00,90.77239990234375,MMM
24,2024-04-03 00:00:00-04:00,91.1146011352539,MMM
25,2024-04-04 00:00:00-04:00,88.52362060546875,MMM
26,2024-04-05 00:00:00-04:00,89.00270080566406,MMM
27,2024-04-08 00:00:00-04:00,89.8826675415039,MMM
28,2024-04-09 00:00:00-04:00,90.54751586914062,MMM
29,2024-04-10 00:00:00-04:00,90.56706237792969,MMM
30,2024-04-11 00:00:00-04:00,91.10482025146484,MMM
31,2024-04-12 00:00:00-04:00,89.27647399902344,MMM
32,2024-04-15 00:00:00-04:00,89.26669311523438,MMM
33,2024-04-16 00:00:00-04:00,89.02226257324219,MMM
34,2024-04-17 00:00:00-04:00,88.93426513671875,MMM
35,2024-04-18 00:00:00-04:00,89.44268798828125,MMM
36,2024-04-19 00:00:00-04:00,90.215087890625,MMM
37,2024-04-22 00:00:00-04:00,90.55729675292969,MMM
38,2024-04-23 00:00:00-04:00,90.9288330078125,MMM
39,2024-04-24 00:00:00-04:00,89.97065734863281,MMM
40,2024-04-25 00:00:00-04:00,89.3742446899414,MMM
41,2024-04-26 00:00:00-04:00,89.7848892211914,MMM
42,2024-04-29 00:00:00-04:00,90.1075439453125,MMM
43,2024-04-30 00:00:00-04:00,94.36066436767578,MMM
44,2024-05-01 00:00:00-04:00,96.2476806640625,MMM
45,2024-05-02 00:00:00-04:00,94.65397644042969,MMM
46,2024-05-03 00:00:00-04:00,94.98640441894531,MMM
47,2024-05-06 00:00:00-04:00,94.43887329101562,MMM
48,2024-05-07 00:00:00-04:00,93.41226959228516,MMM
49,2024-05-08 00:00:00-04:00,94.20423126220703,MMM
50,2024-05-09 00:00:00-04:00,95.16240692138672,MMM
51,2024-05-10 00:00:00-04:00,96.72676849365234,MMM
52,2024-05-13 00:00:00-04:00,97.41117858886719,MMM
53,2024-05-14 00:00:00-04:00,97.85115051269531,MMM
54,2024-05-15 00:00:00-04:00,98.98532104492188,MMM
55,2024-05-16 00:00:00-04:00,102.52469635009766,MMM
56,2024-05-17 00:00:00-04:00,102.9157943725586,MMM
57,2024-05-20 00:00:00-04:00,102.86691284179688,MMM
58,2024-05-21 00:00:00-04:00,100.84300231933594,MMM
59,2024-05-22 00:00:00-04:00,99.22975158691406,MMM
60,2024-05-23 00:00:00-04:00,97.96957397460938,MMM
61,2024-05-24 00:00:00-04:00,98.12709045410156,MMM
62,2024-05-28 00:00:00-04:00,97.15241241455078,MMM
63,2024-05-29 00:00:00-04:00,96.04975128173828,MMM
64,2024-05-30 00:00:00-04:00,96.67984771728516,MMM
65,2024-05-31 00:00:00-04:00,98.58980560302734,MMM
66,2024-06-03 00:00:00-04:00,98.2156982421875,MMM
67,2024-06-04 00:00:00-04:00,97.08349609375,MMM
68,2024-06-05 00:00:00-04:00,97.52653503417969,MMM
69,2024-06-06 00:00:00-04:00,96.69953918457031,MMM
70,2024-06-07 00:00:00-04:00,99.29866790771484,MMM
71,2024-06-10 00:00:00-04:00,99.10177612304688,MMM
72,2024-06-11 00:00:00-04:00,99.75154876708984,MMM
73,2024-06-12 00:00:00-04:00,99.64324951171875,MMM
74,2024-06-13 00:00:00-04:00,99.96814727783203,MMM
75,2024-06-14 00:00:00-04:00,99.33805084228516,MMM
76,2024-06-17 00:00:00-04:00,98.97378540039062,MMM
